customer_id,signup_date,last_active,country,subscription_tier,monthly_spend,support_tickets,churn,source
fb4fd4ef-5994-45c9-a3a0-5400eb0a0b74,2024-03-11,2024-12-10,Zimbabwe,Free,168.01,0,0,synthetic_saas
d0f5a00f-8b7e-4ebe-a3fa-7f88545eb966,2023-09-24,2024-11-09,Chad,Free,157.16,0,0,synthetic_saas
4933311c-d191-4206-93f3-9bdfabffb4a5,2023-04-30,2025-03-27,Bangladesh,Basic,21.84,3,1,synthetic_saas
42a036b6-e3c1-4cbc-8995-c6b0bc0f22b1,2024-03-01,2024-10-29,Saint Martin,Free,78.91,4,0,synthetic_saas
836762f4-0178-48d3-8db7-b1a811517f4f,2023-04-08,2024-09-07,Lesotho,Enterprise,115.2,5,0,synthetic_saas
7d87c7d9-4ebf-4911-bc25-af2077e66b28,2024-01-18,2024-12-13,Turkmenistan,Free,75.36,0,0,synthetic_saas
19624db9-0b2c-403f-ba30-26d383967513,2024-02-14,2024-11-09,Israel,Basic,90.56,4,0,synthetic_saas
6de871ea-2e1a-46c0-9711-0056b334f750,2023-10-26,2025-03-03,Sri Lanka,Enterprise,164.24,0,0,synthetic_saas
df7ccda8-cc36-49cb-8717-265932b1b628,2023-08-25,2024-10-07,Gambia,Pro,87.8,4,0,synthetic_saas
04b7665f-cd83-494e-9029-d56dea098a0b,2023-04-09,2024-06-22,British Indian Ocean Territory (Chagos Archipelago),Free,108.11,6,1,synthetic_saas
99553832-083c-4552-a3bd-227ee4679710,2023-06-24,2024-04-24,Ireland,Pro,3.08,8,0,synthetic_saas
be52e04d-e21d-417c-b0e6-86dfd76e84b5,2023-04-08,2024-04-21,Saudi Arabia,Enterprise,179.87,2,0,synthetic_saas
83a5af39-c33e-41f8-aff7-2024a043f533,2023-05-23,2024-05-05,Australia,Free,41.98,10,0,synthetic_saas
0fd1cfd4-08d6-4934-aab3-6441715da454,2023-04-10,2024-11-29,Trinidad and Tobago,Basic,72.08,8,0,synthetic_saas
566ef0f5-810e-4e83-9d68-5b893d25b85b,2023-07-05,2024-09-17,Antarctica (the territory South of 60 deg S),Pro,72.79,5,0,synthetic_saas
000a851f-c1f6-45a4-bbca-fc07a73b9d88,2024-02-07,2025-01-08,Colombia,Enterprise,86.12,8,0,synthetic_saas
1019c20e-262a-4e88-9b59-88da56664403,2023-05-15,2024-07-27,Tajikistan,Enterprise,138.02,7,1,synthetic_saas
3400828c-592e-4393-96ce-2d09c299dc89,2023-08-24,2024-06-14,Puerto Rico,Enterprise,8.83,4,0,synthetic_saas
aeefaab8-54aa-4a6c-be53-7969e5372d33,2023-06-21,2025-01-06,Bolivia,Enterprise,1.97,4,0,synthetic_saas
923877f9-84d3-4dd4-9a60-c7106a55a631,2023-06-11,2024-07-10,Malaysia,Basic,98.12,3,0,synthetic_saas
3f54ef6a-9f3f-4349-b1fa-401324d101f5,2023-08-07,2024-04-15,Ukraine,Free,150.69,8,0,synthetic_saas
8b760a0a-77e0-45a3-aad3-c56550d482d5,2023-05-11,2025-03-15,Ghana,Pro,176.42,10,0,synthetic_saas
16b86b73-53a3-44f6-9ece-0ca36840b144,2024-03-07,2024-10-19,Angola,Enterprise,132.88,0,0,synthetic_saas
e4f7abe9-b0b2-4526-8fd9-f6862d0fbb3f,2024-02-12,2025-01-05,Israel,Pro,145.12,4,0,synthetic_saas
3826507a-3361-4788-a429-035cb369aec6,2024-02-27,2024-07-22,Equatorial Guinea,Basic,172.81,1,0,synthetic_saas
1dd91d98-9e5f-46ea-a343-8cc9fbcf94c5,2023-07-09,2025-03-18,Djibouti,Free,76.34,4,0,synthetic_saas
5a6e2214-1e56-4e52-a208-0a6e114ca4dc,2024-02-25,2025-01-17,Marshall Islands,Pro,142.7,9,1,synthetic_saas
214a69b9-f3f5-469e-8a92-994a01e24655,2023-04-18,2024-11-20,Uruguay,Pro,176.31,7,1,synthetic_saas
49203ec0-aa2e-420c-8156-14a2176021cd,2023-12-18,2024-12-11,Paraguay,Basic,9.65,8,0,synthetic_saas
be11e1a7-29c0-4b64-b095-2a37c1d11745,2023-11-08,2025-01-31,Myanmar,Free,118.67,7,0,synthetic_saas
e8309331-c0a2-405c-8db1-4e2f41eeb014,2024-01-12,2024-06-09,Libyan Arab Jamahiriya,Basic,28.74,8,0,synthetic_saas
cceccf41-5fea-459f-9751-c518d92d1ed4,2023-04-22,2024-10-14,Israel,Free,77.22,5,0,synthetic_saas
9d7af700-b0d9-4018-bb11-c866b4caf684,2023-05-13,2024-05-17,Solomon Islands,Basic,8.23,8,0,synthetic_saas
4bbed561-e55b-480d-b23e-ae07c38208cb,2024-01-27,2024-12-30,North Macedonia,Basic,24.47,6,0,synthetic_saas
632b9bb9-6839-4fb6-9f34-515661c4e9ca,2023-08-30,2024-10-29,Serbia,Free,173.06,6,1,synthetic_saas
a3d71fba-1c99-412a-907c-202fb7d30621,2023-04-27,2024-04-24,Heard Island and McDonald Islands,Enterprise,49.32,10,0,synthetic_saas
7803ec29-e651-4c65-9b10-3e581e9e871c,2023-07-04,2025-02-08,Turkey,Pro,118.63,0,0,synthetic_saas
88221ac8-3367-4c7c-ab68-ab98ee572657,2023-11-19,2024-10-30,Greenland,Basic,146.9,2,0,synthetic_saas
6def3e78-1ec0-44b1-b70c-33ea421cb2d7,2024-02-03,2024-07-22,Lesotho,Pro,156.09,6,0,synthetic_saas
2ed48ecc-06d4-44aa-bc7e-62a8080a95fa,2024-02-09,2024-08-05,Austria,Pro,112.98,6,0,synthetic_saas
6c1f755a-e59c-4725-ba4e-8e55280cce35,2023-05-11,2024-06-11,Seychelles,Pro,174.65,7,1,synthetic_saas
f1b36478-485b-43aa-8562-8e79d540532c,2023-10-05,2024-11-21,Jamaica,Basic,174.97,1,0,synthetic_saas
121c468e-8b82-4108-a3cf-5ca01f0c1bf4,2023-11-24,2025-01-28,Azerbaijan,Basic,138.83,0,0,synthetic_saas
ac85487f-28ba-4821-94aa-b8b2c70f3643,2023-11-02,2025-03-10,Barbados,Pro,59.33,2,0,synthetic_saas
5257cd15-4e15-46dc-a534-a6a22524c4ea,2023-05-20,2025-03-22,Slovakia (Slovak Republic),Pro,151.53,2,0,synthetic_saas
c1013107-5cb3-4871-a9e9-ba6161abd599,2023-10-27,2025-02-05,Jamaica,Pro,55.98,10,0,synthetic_saas
f12f6049-fd8d-4a24-9da7-37d8427afaf1,2024-03-23,2024-11-01,Aruba,Enterprise,131.16,3,0,synthetic_saas
1e2c5741-0707-42ba-92e0-6dd527826fe3,2023-09-29,2025-01-19,Aruba,Basic,127.43,2,0,synthetic_saas
4b0bb1d2-7961-4cb7-8a1a-15abe4f76169,2023-07-16,2024-10-13,Ghana,Free,130.79,5,0,synthetic_saas
f9589d6d-2046-475a-86f9-269ec1d3c8a9,2023-09-02,2024-11-11,Rwanda,Pro,98.38,8,1,synthetic_saas
83ab9a75-c089-4662-8b9b-37c0f2edfe3c,2024-03-11,2025-03-09,Jordan,Free,61.88,10,0,synthetic_saas
cb550c22-e7b9-4795-b236-0550c0af678d,2023-12-13,2024-08-09,Cuba,Free,177.34,9,0,synthetic_saas
9b4ae23e-a031-449f-b961-5802fc0aea5b,2023-12-23,2025-03-21,Saint Pierre and Miquelon,Basic,135.9,8,0,synthetic_saas
fa025d69-6a7a-4db7-9bf9-f57d983ff0da,2023-11-13,2024-04-07,Ghana,Pro,171.85,9,0,synthetic_saas
0004f536-4ed8-4ff4-8816-fe5e6d21c718,2024-03-05,2025-02-19,Saint Barthelemy,Free,179.2,7,0,synthetic_saas
84bd8789-6c4b-40b5-a83a-f1280f42f88d,2023-12-15,2024-04-08,Benin,Pro,76.34,9,1,synthetic_saas
f29c500e-7595-4f5d-9288-376178a6b7a5,2023-05-05,2024-12-20,Cyprus,Basic,79.24,9,0,synthetic_saas
f3cbbfbb-6f37-45c2-ad91-0851389b15e5,2024-03-26,2024-12-17,Sudan,Basic,79.75,8,0,synthetic_saas
54d3ce65-106a-4014-9e98-f7babaae2ee9,2023-11-04,2025-01-27,Guernsey,Free,191.16,1,0,synthetic_saas
f0681b5d-bf7b-4dc1-96b7-7e20dbd4ab48,2024-01-19,2024-06-04,Monaco,Enterprise,193.6,2,0,synthetic_saas
76ec1dea-629b-42d1-a191-95f0381525a6,2023-05-01,2024-12-29,Lithuania,Free,30.04,9,0,synthetic_saas
e9c00b94-2c81-43f4-aea1-129b9a1ed605,2023-09-18,2025-01-04,Norfolk Island,Free,82.19,5,0,synthetic_saas
a6c39f93-a5ee-4276-bf29-2dad7ae1c469,2023-08-11,2024-11-02,Sudan,Free,115.32,1,0,synthetic_saas
7d1788bc-1b1e-4375-be25-8584611c104a,2023-12-07,2025-01-20,Fiji,Pro,190.95,5,1,synthetic_saas
4590d341-6d08-4d4a-b41a-1eae477a62c6,2023-07-29,2024-07-02,Czech Republic,Free,57.83,4,0,synthetic_saas
6d3af46a-47d1-48f1-9d31-a8efae95571c,2023-04-24,2024-04-20,Burundi,Basic,189.03,4,0,synthetic_saas
fa007a79-11f0-4f5d-aef2-f028f8a07f54,2024-02-04,2024-06-29,Ukraine,Pro,169.7,1,0,synthetic_saas
47078335-0eaa-45e5-90f6-1cf2cf74b7fc,2024-01-04,2024-07-11,French Guiana,Free,183.84,10,0,synthetic_saas
0c502d4c-a957-4c36-8b11-aa131d0a54cd,2024-01-25,2024-05-31,Grenada,Pro,11.69,9,0,synthetic_saas
e067f93a-b6b1-4843-9f34-6f352e176f33,2023-10-13,2024-11-13,United States of America,Pro,155.94,7,0,synthetic_saas
5e0db32e-08de-4f4f-94a2-fe0de0c898e2,2023-09-11,2024-08-29,Mayotte,Free,80.35,10,0,synthetic_saas
34062a79-5f1c-4e3d-942f-86e85e887d67,2024-01-03,2024-11-21,Thailand,Basic,133.43,2,0,synthetic_saas
3c31011f-c3f9-4eb7-95c9-b6f02e19e03a,2023-11-05,2024-08-13,Nicaragua,Free,143.43,4,1,synthetic_saas
0994e884-a853-4a33-aef9-bdcb5ed6f11e,2024-02-13,2025-02-21,Sierra Leone,Basic,43.03,8,0,synthetic_saas
38a8da01-be0e-41aa-9913-5b69f930acde,2023-05-22,2024-08-10,Netherlands,Basic,115.54,10,0,synthetic_saas
c054052d-e78f-42fc-89b1-4b7b978542e3,2023-10-01,2025-01-01,Sri Lanka,Enterprise,126.47,10,0,synthetic_saas
0a979d04-78d3-4588-97c8-70e1369669d6,2024-02-24,2024-06-20,Malta,Free,24.72,2,0,synthetic_saas
bd2003ce-ec27-48e1-8ce2-da82d2793ebf,2023-09-06,2024-07-03,Equatorial Guinea,Enterprise,84.26,2,0,synthetic_saas
7f14e745-e876-46a7-989a-e12db8c19be8,2024-02-16,2024-10-30,Solomon Islands,Free,61.87,8,0,synthetic_saas
69e4b3a4-7c88-4230-8747-8e3bdfa5783b,2023-06-18,2025-02-16,Haiti,Basic,173.8,2,0,synthetic_saas
92b02a22-a874-4df8-aef5-e34cc3a8969f,2024-01-01,2024-09-09,Cape Verde,Enterprise,129.0,8,0,synthetic_saas
2cbe7060-7272-481a-8362-1abc66fc21ce,2023-09-15,2025-03-04,Maldives,Basic,123.92,10,0,synthetic_saas
0798aa27-a7c5-4e96-b841-ebc3700cbc89,2024-02-21,2024-10-25,Russian Federation,Basic,180.22,9,0,synthetic_saas
ec1c8850-488a-41e1-8bf7-ecc1990cd9bd,2023-11-02,2024-08-31,Burundi,Free,177.97,10,0,synthetic_saas
5ce1a170-e415-4394-80fb-5f04b3715bc7,2023-08-14,2024-09-10,Cambodia,Enterprise,121.9,7,0,synthetic_saas
0dbe8669-12a9-46b8-a329-f06d3c536660,2023-11-30,2024-09-03,China,Basic,159.7,4,0,synthetic_saas
17cfc884-beb1-4007-b00d-fa479edb8d15,2024-03-19,2025-02-17,Guinea-Bissau,Enterprise,185.82,4,0,synthetic_saas
51ac213c-0227-4520-9e66-6d098c0ff10c,2023-11-13,2024-06-10,Panama,Pro,115.25,8,1,synthetic_saas
81f27ac0-a07e-4248-aad2-b38b2ec684f9,2024-03-06,2024-04-14,Madagascar,Pro,41.71,6,0,synthetic_saas
240d7f0f-d3dc-4e3d-be12-e44ab5c6c5f5,2024-01-25,2024-09-09,Korea,Free,46.15,9,0,synthetic_saas
8bbab0d4-e3c6-44b8-adc9-666034a5938f,2023-11-01,2024-06-05,Finland,Free,136.1,5,0,synthetic_saas
8ba053a7-bd49-4864-8d54-954ed3a4a7d3,2023-04-10,2024-06-18,Gibraltar,Enterprise,170.48,2,0,synthetic_saas
384b47e9-66e1-4729-b092-546fff2c4fd0,2023-12-03,2024-07-31,Tajikistan,Enterprise,167.48,2,0,synthetic_saas
e4c2f7c1-2696-4334-9bd7-5683e8c44a2d,2023-05-25,2025-03-16,Kuwait,Pro,155.8,1,0,synthetic_saas
46ddd437-f714-42b4-901f-010facf01b49,2024-01-27,2024-12-28,Angola,Basic,52.83,9,0,synthetic_saas
bd0b450d-3f98-4772-bb81-60fe1bbc47ab,2024-01-26,2025-02-10,Tonga,Free,163.62,9,0,synthetic_saas
779555d3-05cc-446d-8542-d6e980a7fc26,2023-08-09,2024-12-09,Singapore,Enterprise,87.83,8,0,synthetic_saas
2d086031-d47a-47d6-92b3-e954b4bf5d8b,2023-06-30,2025-03-06,New Zealand,Basic,1.15,5,1,synthetic_saas
045e5d8a-e29b-4102-80ac-6e434227cb06,2023-06-12,2024-11-15,Gambia,Basic,51.69,1,1,synthetic_saas
dbff47e4-853c-45bc-99e4-a9d17eb904a1,2023-08-15,2024-08-19,Lesotho,Enterprise,113.42,3,0,synthetic_saas
603070f0-6eb1-4006-b0d9-2346cccea40d,2023-05-01,2025-02-16,Puerto Rico,Basic,133.07,4,1,synthetic_saas
2b214f06-a81f-47f2-bcb1-fcc863024db5,2023-10-27,2024-11-13,San Marino,Pro,108.5,6,0,synthetic_saas
b1bb597a-756b-43ee-9520-bb04117faebc,2023-10-21,2024-04-07,Palestinian Territory,Basic,114.03,3,0,synthetic_saas
0d8857e8-7935-42d3-b327-a69cf1355549,2023-09-01,2024-11-08,Iran,Enterprise,64.28,9,0,synthetic_saas
e07d6d92-86d0-4c60-829d-7d9c0ff22cc2,2023-07-13,2025-03-14,Saint Barthelemy,Basic,131.11,4,0,synthetic_saas
b5c3e19c-263b-440a-808c-1f0c9e12d7c6,2023-08-14,2024-10-08,Haiti,Free,128.85,3,1,synthetic_saas
94c91336-5e41-43ba-b2cc-4e9caa28a378,2023-07-01,2024-09-29,Christmas Island,Free,178.35,5,0,synthetic_saas
756e1ac9-c37c-4195-94c7-dbbf8fed2ed4,2023-05-05,2024-11-13,Tokelau,Pro,177.64,9,1,synthetic_saas
24a1c9e8-6833-42bd-bba4-9109877497ec,2023-06-20,2024-10-29,Romania,Enterprise,152.62,5,0,synthetic_saas
6373f588-bd62-4aab-bd84-09b2c41c1bcb,2023-04-19,2024-11-19,Switzerland,Basic,61.25,3,0,synthetic_saas
34f0b9d8-25f3-45d6-89a8-28fbe4bff745,2024-03-12,2025-01-14,Malawi,Pro,47.0,10,0,synthetic_saas
d19c362e-1c15-491b-b241-679c8afbd322,2023-11-23,2024-10-12,Poland,Pro,104.6,10,0,synthetic_saas
fe71a123-712c-4bca-a7ee-f57a29489bfe,2023-07-27,2025-01-08,Netherlands Antilles,Free,127.62,9,0,synthetic_saas
a6719e16-0be4-424f-8f7f-f7321013d574,2023-08-16,2024-11-02,Congo,Basic,23.52,0,0,synthetic_saas
aff256a8-c854-4df1-af38-69a4a4d6b63d,2024-02-17,2024-07-24,Marshall Islands,Basic,109.27,7,0,synthetic_saas
cb35c3ba-fb1b-481c-8db5-b3e1cceb353d,2023-06-28,2025-03-31,Saint Helena,Pro,120.48,0,0,synthetic_saas
449cfce6-f4b5-469a-9a5c-dd99f71895ab,2024-01-27,2024-07-16,Belgium,Pro,142.02,5,0,synthetic_saas
3f044403-fdbb-42ad-aa72-377986647116,2023-10-26,2024-07-08,Singapore,Free,37.59,2,1,synthetic_saas
f5505069-5c0f-4a28-bfa2-ddd83081151a,2023-07-16,2025-01-12,Belgium,Basic,167.91,8,0,synthetic_saas
268d189b-719a-44a8-8ab4-a1f83cacba0c,2023-08-26,2024-12-10,Timor-Leste,Free,114.65,4,0,synthetic_saas
3989c929-dc4c-4bb6-b606-87381d359bf1,2023-10-07,2024-12-18,Bosnia and Herzegovina,Pro,35.14,0,1,synthetic_saas
c6e19a03-1566-4996-a35e-8b18f2545a00,2023-11-23,2024-06-05,Yemen,Free,168.66,9,1,synthetic_saas
11d79c2a-cc02-474c-ae0a-28f2819f47ae,2023-11-16,2024-12-09,Brazil,Basic,141.07,6,0,synthetic_saas
276b926c-66ba-4967-9fca-9690c9f4e6f1,2023-12-21,2024-09-11,United Arab Emirates,Pro,162.99,0,0,synthetic_saas
24ac5242-9a12-453f-a3c0-c2a553307168,2024-03-13,2025-03-15,Eritrea,Basic,21.17,0,0,synthetic_saas
e452c9e3-1027-4e65-9fea-d1e53b62633d,2023-08-09,2024-06-17,Nepal,Basic,12.58,8,0,synthetic_saas
aa4a4683-1ee1-429b-8940-66b6eab92bc3,2023-07-26,2024-06-21,San Marino,Free,137.64,4,0,synthetic_saas
4c3b711b-744b-4590-a306-d72ca94a9a01,2023-06-17,2024-04-27,Rwanda,Basic,112.86,3,0,synthetic_saas
77508329-3f4f-4949-894a-6a9962d41e31,2023-11-22,2024-07-01,Anguilla,Basic,60.14,5,0,synthetic_saas
24b29090-281f-4fc7-aa25-9e7dbefdec3d,2023-04-12,2025-02-13,United Kingdom,Free,183.9,7,0,synthetic_saas
b2eae0cc-d5c3-4b35-841c-191c09f19f8d,2023-12-30,2024-12-19,Madagascar,Enterprise,180.09,4,1,synthetic_saas
d5d0d28f-af3f-406f-8372-e494b9873076,2024-03-25,2025-03-22,Trinidad and Tobago,Pro,16.81,5,0,synthetic_saas
8373662a-902b-4194-bbc4-cf98dae53a28,2024-03-30,2025-03-30,Wallis and Futuna,Free,47.66,0,0,synthetic_saas
26450c3b-8408-45e6-9056-26b96af99d6b,2023-10-08,2024-04-18,Iran,Pro,5.27,10,0,synthetic_saas
8cdb6d1e-4fd8-4dae-a151-40c012ca7fb4,2023-09-06,2024-12-30,Morocco,Free,96.34,7,0,synthetic_saas
11cfc6e5-18c5-4439-9ed6-3c5c11fae521,2023-07-09,2024-12-24,Sierra Leone,Pro,161.2,3,0,synthetic_saas
5e947888-4a7a-463c-a763-dde3f6fa8212,2024-02-01,2024-12-27,Congo,Free,183.28,5,0,synthetic_saas
a50a6def-2e95-44d5-a710-a48a807a8ed8,2023-06-18,2024-04-30,Holy See (Vatican City State),Free,60.7,9,1,synthetic_saas
d157d589-58ac-4a97-a212-5ac35f79bed6,2023-04-22,2024-10-09,Italy,Basic,35.77,7,0,synthetic_saas
cbcba190-983f-4f73-911f-b9f368137422,2023-04-17,2025-02-05,Costa Rica,Pro,108.85,7,1,synthetic_saas
